slug,state,type,total_cameras,data_retention_days,organization_count,receiving_organization_count,public_search_audit,data_last_updated,source
warrenville-il-pd,IL,PD,14,30,435,,True,2026-08-26T22:33:05.529Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
warrick-co-in-so,IN,SD,12,30,2265,,False,2026-08-26T15:09:43.773Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
warsaw-nc-pd,NC,PD,,,,,False,2026-08-26T14:47:49.771Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
warwick-ri-pd,RI,PD,11,30,148,,False,2026-08-27T00:31:36.541Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
washington-county-tn-so,TN,SD,,30,,,True,2026-08-26T21:43:49.925Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
washington-ia-pd,IA,PD,8,30,1017,,False,2026-08-26T13:36:49.617Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
waterford-ct-pd,CT,PD,4,21,52,,True,2026-08-26T16:19:49.700Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
waterford-township-mi-pd,MI,PD,14,30,,,False,2026-08-26T11:14:22.640Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
watertown-ny-pd,NY,PD,0,30,37,,True,2026-08-26T14:20:26.163Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
watsonville-ca-pd,CA,PD,33,30,311,,False,2026-08-26T13:11:55.198Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wauconda-il-pd,IL,PD,3,30,1503,1333,True,2026-08-27T00:24:22.881Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
waukee-ia-pd,IA,PD,11,30,11,,True,2026-08-26T13:58:35.347Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
waxhaw-nc-pd,NC,PD,7,30,1529,,True,2026-08-26T12:29:52.647Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wayzata-mn-pd,MN,PD,11,30,75,,True,2026-08-26T13:47:14.107Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
webster-groves-mo-pd,MO,PD,7,30,1892,,True,2026-08-26T18:45:14.885Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wellington-ks-pd,KS,PD,4,30,226,,False,2026-08-26T18:30:38.453Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wells-county-in-so,IN,SD,6,30,,,False,2026-08-26T14:13:13.025Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wentzville-mo-pd,MO,PD,28,30,1973,,True,2026-08-26T21:11:09.206Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
west-covina-ca-pd,CA,PD,41,30,329,,False,2026-08-26T22:12:55.667Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
west-des-moines-ia-pd,IA,PD,57,30,1405,,True,2026-08-26T12:22:37.631Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
west-greenwich-ri-pd,RI,PD,3,30,17,,False,2026-08-26T21:01:13.185Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
west-hennepin-mn-public-safety-department,MN,PD,3,30,75,,True,2026-08-26T21:31:18.993Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
west-lafayette-in-pd,IN,PD,4,7,,,False,2026-08-26T14:41:06.982Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
west-milton-oh-pd,OH,PD,2,30,,,False,2026-08-26T23:27:11.390Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
west-sacramento-ca-pd,CA,PD,32,30,321,291,True,2026-08-26T15:07:09.221Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
westerville-oh-pd,OH,PD,35,30,,,False,2026-06-01T15:59:02.922Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
westlake-tx-,TX,PD,0,,0,,False,2026-08-26T20:04:10.828Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
westminster-ca-pd,CA,PD,26,30,333,,False,2026-08-26T08:07:04.099Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
westminster-co-pd,CO,PD,,,,,False,2026-08-26T14:12:36.184Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
weymouth-ma-pd-,MA,PD,35,30,110,,True,2026-08-26T15:35:44.939Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wheeler-county-ne-so-,NE,SD,5,30,834,,False,2026-08-26T20:46:38.612Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
whitehall-oh-pd,OH,PD,32,30,,,False,2026-08-26T09:26:55.311Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
whiteville-nc-pd,NC,PD,9,30,,,True,2026-08-26T21:01:40.625Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wichita-ks-pd,KS,PD,191,30,136,,False,2026-08-26T23:04:19.058Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wichita-state-university-ks-pd,KS,PD,19,30,109,,False,2026-08-26T13:54:27.439Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wilkesboro-nc-pd,NC,PD,4,30,179,,True,2026-08-26T10:44:15.434Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
williams-ca-pd,CA,PD,3,30,294,,True,2026-08-26T18:19:14.790Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
williamsburg-va-pd,VA,PD,32,21,,,False,2026-08-26T13:21:16.567Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
willmar-mn-pd,MN,PD,13,30,,,False,2026-08-26T23:48:57.126Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wilmette-il-pd-,IL,PD,23,30,5,,False,2026-08-26T23:42:43.940Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wilmington-oh-pd,OH,PD,17,30,219,1256,True,2026-08-26T10:56:14.744Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wilton-ct-pd,CT,PD,,30,95,,True,2026-08-26T12:49:34.412Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
winchester-in-pd,IN,PD,13,30,,,False,2026-08-26T22:41:22.833Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
windsor-co-pd,CO,PD,15,30,808,,False,2026-08-27T00:18:06.776Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
windsor-ct-pd,CT,PD,16,30,64,,True,2026-07-22T10:33:34.924Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
windsor-va-pd,VA,PD,,21,,,False,2026-08-26T16:34:50.444Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
winters-ca-pd-,CA,PD,10,30,191,256,True,2026-08-26T12:09:34.062Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wisconsin-rapids-wi-pd,WI,PD,6,30,217,,False,2026-08-26T09:14:28.758Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wise-county-va-so,VA,SD,4,21,,,False,2026-08-26T15:52:22.011Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wolverine-lake-mi-pd,MI,PD,3,30,,,False,2026-08-26T14:46:18.481Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
woodburn-or-pd,OR,PD,0,30,0,,True,2026-08-26T09:12:54.676Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
woodland-ca-pd,CA,PD,38,30,319,306,False,2026-08-26T10:59:24.701Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
woodstock-ga-pd,GA,PD,8,30,,,False,2026-08-26T23:19:21.621Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
woodstock-il-pd,IL,PD,19,30,470,927,False,2026-08-26T21:26:40.519Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
woodstock-va-pd,VA,PD,10,21,167,1258,False,2026-08-26T20:11:26.596Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
woonsocket-ri-pd,RI,PD,15,30,425,,False,2026-08-26T09:31:37.274Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wooster-oh-pd,OH,PD,,,,,False,2026-08-26T13:01:24.706Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
worthington-oh-pd,OH,PD,14,30,,,False,2026-08-26T16:14:36.684Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wright-city-mo-pd,MO,PD,2,30,1752,,False,2026-08-26T13:17:07.469Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wyoming-mn-pd,MN,PD,4,30,3,52,True,2026-08-26T08:02:23.593Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wythe-county-va-so,VA,SD,4,21,,,False,2026-08-26T21:33:58.986Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
wytheville-va-pd,VA,PD,11,30,,,False,2026-08-26T11:17:06.852Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
yakima-wa-pd,WA,PD,,21,88,,True,2026-08-26T18:38:01.608Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
yelm-wa-pd,WA,PD,8,21,87,305,False,2026-08-26T17:43:20.641Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
yolo-county-ca-so,CA,SD,17,30,318,,True,2026-08-26T11:27:59.226Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
york-county-va-so,VA,SD,42,,,,False,2026-08-26T11:09:46.443Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
york-me-pd,ME,PD,,21,,,True,2026-08-26T15:29:27.650Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
yuba-city-ca-pd,CA,PD,15,30,258,,True,2026-08-26T14:29:42.060Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
yuba-county-ca-so,CA,SD,40,,313,,True,2026-08-26T22:51:21.173Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
yukon-ok-pd,OK,PD,7,30,,,False,2026-08-26T23:04:50.932Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
